,20.0,23.3,26.7,30.0,33.3,36.7,40.0,43.3,46.7,50.0,53.3,56.7,60.0,63.3,66.7,70.0,73.3,76.7,80.0,83.3,86.7,90.0,93.3,96.7,100.0,103.3,106.7,110.0,113.3,116.7,120.0,123.3,126.7,130.0,133.3,136.7,140.0,143.3,146.7,150.0
0.02,1.1396894677499068,1.052815268716312,0.9757757016523566,0.9071776813381849,0.8458602421295146,0.790850614651329,0.741329527430639,0.6966036177008019,0.6560833591465418,0.6192652994365928,0.5857176858545259,0.5550687705425134,0.5269972472472473,0.5012243929167244,0.47750758008461913,0.45563489699943804,0.4354206672587041,0.4167017032399059,0.3993341608094135,0.3831908888269119,0.36815918749149207,0.3541389058405101,0.34104082165978356,0.3287852574168722,0.31730089414401774,0.306523751903161,0.2963963108955684,0.2868667516928959,0.2778882966685876,0.26941863765851143,0.26141943730425454,0.2538558935319444,0.24669635827379585,0.23991200291275358,0.23347652407393743,0.22736588434140487,0.2215580832784578,0.2160329548014048,0.21077198752239779,0.20575816515467707
0.031,1.1611769241154577,1.0727074418567637,0.9942448999335023,0.924372967432243,0.8619111211799445,0.8058700574673257,0.755416461964387,0.7098449928398173,0.6685558625647906,0.6310367941280708,0.5968484167358246,0.5656123822115304,0.5370016459236263,0.5107324792436314,0.4865578744487779,0.4642620750303493,0.44365601997297455,0.42457353372986784,0.40686812730376937,0.39041030227206575,0.37508527043546847,0.3607910182843096,0.34743665862448714,0.334941022219963,0.3232314507544533,0.31224275922719946,0.30191634141461854,0.2921993965150063,0.28304425875392614,0.27440781472607045,0.26625099571371785,0.2585383342543941,0.25123757591217993,0.24431933860323177,0.2377568129886388,0.23152549841868034,0.2256029697258402,0.21996867084708635,0.21460373183132647,0.20949080627389785
0.043,1.1826643804810082,1.0925996149972148,1.012714098214648,0.9415682535263009,0.8779620002303742,0.8208895002833225,0.7695033964981354,0.7230863679788326,0.6810283659830391,0.6428082888195487,0.6079791476171233,0.5761559938805474,0.5470060446000052,0.5202405655705384,0.4956081688129365,0.47288925306126056,0.45189137268724494,0.4324453642198297,0.4144020937981253,0.3976297157172197,0.38201135337944486,0.36744313072810897,0.3538324955891907,0.34109678702305374,0.32916200736488876,0.3179617665512378,0.30743637193366874,0.2975320413371167,0.2882002208392647,0.27939699179362953,0.27108255412318116,0.2632207749768438,0.25577879355056393,0.24872667429370984,0.2420371019033402,0.23568511249595575,0.22964785617322256,0.22390438689276793,0.21843547614025516,0.2132234473931186
0.054,1.2041518368465591,1.1124917881376664,1.0311832964957937,0.9587635396203589,0.8940128792808041,0.8359089430993194,0.7835903310318836,0.7363277431178479,0.6935008694012879,0.6545797835110265,0.619109878498422,0.5866996055495645,0.5570104432763844,0.5297486518974456,0.5046584631770953,0.48151643109217185,0.46012672540151534,0.4403171947097915,0.4219360602924812,0.4048491291623737,0.3889374363234212,0.37409524317190834,0.36022833255389436,0.34725255182614456,0.3350925639753244,0.3236807738752762,0.31295640245271894,0.3028646861592272,0.2933561829246032,0.28438616886118856,0.27591411253264453,0.2679032156992935,0.26032001118894804,0.253134009984188,0.24631739081804158,0.23984472657323117,0.23369274262060497,0.2278401029384495,0.2222672204491838,0.21695608851233936
0.066,1.2256392932121096,1.1323839612781177,1.0496524947769394,0.9759588257144168,0.910063758331234,0.850928385915316,0.7976772655656319,0.7495691182568632,0.7059733728195365,0.6663512782025046,0.6302406093797208,0.5972432172185814,0.5670148419527634,0.5392567382243525,0.513708757541254,0.4901436091230832,0.4683620781157858,0.4481890251997534,0.42947002678683716,0.4120685426075277,0.39586351926739755,0.38074735561570777,0.36662416951859805,0.35340831662923533,0.34102312058575995,0.32939978119931457,0.31847643297176903,0.3081973309813376,0.2985121450099418,0.2893753459287476,0.28074567094210784,0.27258565642174326,0.264861228827332,0.25754134567466613,0.250597679732743,0.24400434065050658,0.23773762906798737,0.23177581898413108,0.22609896475811248,0.2206887296315601
0.077,1.2471267495776606,1.1522761344185695,1.0681216930580852,0.993154111808475,0.9261146373816639,0.8659478287313129,0.81176420009938,0.7628104933958785,0.7184458762377853,0.6781227728939824,0.6413713402610195,0.6077868288875985,0.5770192406291423,0.5487648245512596,0.5227590519054127,0.4987707871539945,0.4765974308300562,0.4560608556897152,0.43700399328119316,0.4192879560526816,0.402789602211374,0.3873994680595072,0.3730200064833017,0.3595640814323262,0.34695367719619546,0.3351187885233529,0.32399646349081923,0.3135299758034481,0.3036681070952803,0.29436452299630667,0.28557722935157115,0.2772680971441929,0.2694024464657161,0.2619486813651442,0.25487796864744433,0.24816395472778205,0.24178251551536972,0.2357115350298126,0.22993070906704116,0.2244213707507809
0.088,1.2686142059432115,1.1721683075590208,1.086590891339231,1.010349397902533,0.9421655164320935,0.8809672715473097,0.8258511346331283,0.7760518685348938,0.730918379656034,0.6898942675854604,0.6525020711423184,0.6183304405566155,0.5870236393055214,0.5582729108781667,0.5318093462695714,0.5073979651849058,0.4848327835443267,0.46393268617967703,0.44453795977554905,0.4265073694978356,0.4097156851553504,0.39405158050330663,0.37941584344800533,0.3657198462354169,0.352884233806631,0.3408377958473914,0.3295164940098695,0.31886262062555853,0.30882406918061883,0.29935370006386575,0.2904087877610345,0.2819505378666426,0.27394366410410015,0.2663560170556224,0.2591582575621458,0.25232356880505746,0.2458274019627521,0.23964725107549423,0.23376245337596982,0.22815401187000164
0.1,1.290101662308762,1.192060480699472,1.1050600896203768,1.027544683996591,0.9582163954825235,0.8959867143633063,0.8399380691668765,0.7892932436739091,0.7433908830742827,0.7016657622769381,0.6636328020236171,0.6288740522256324,0.5970280379819003,0.5677809972050737,0.5408596406337302,0.516025143215817,0.49306813625859713,0.4718045166696389,0.45207192626990506,0.4337267829429895,0.4166417680993267,0.400703692947106,0.38581168041270886,0.37187561103850775,0.35881479041706654,0.34655680317142973,0.3350365245289196,0.32419526544766897,0.31398003126595736,0.30434287713142477,0.2952403461704978,0.2866329785890923,0.27848488174248415,0.2707633527461005,0.2634385464768471,0.25648318288233285,0.24987228841013454,0.24358296712117575,0.23759419768489848,0.23188665298922237
0.111,1.311589118674313,1.2119526538399237,1.1235292879015226,1.044739970090649,0.9742672745329534,0.9110061571793032,0.8540250037006247,0.8025346188129244,0.7558633864925314,0.7134372569684162,0.6747635329049159,0.6394176638946495,0.6070324366582793,0.5772890835319807,0.5499099349978889,0.5246523212467284,0.5013034889728675,0.4796763471596008,0.45960589276426095,0.4409461963881435,0.42356785104330313,0.40735580539090543,0.3922075173774125,0.3780313758415985,0.3647453470275021,0.35227581049546813,0.34055655504796983,0.3295279102697794,0.31913599335129594,0.30933205419898385,0.30007190457996114,0.29131541931154203,0.28302609938086826,0.27517068843657866,0.26771883539154856,0.2606427969596083,0.2539171748575169,0.2475186831668573,0.24142594199382714,0.23561929410844312
